ra,dec,mag_r,type
193.774383545,13.4805879593,16.773102,SER
55.24364653950037,-13.506222306342691,19.029078,SER
191.41897583,20.312702179,16.310307,SER
248.04530984309406,29.0251513381605,17.29058,SER
150.4136308,1.9400526,15.088653,PSF
238.4432244193265,3.8167836972000937,17.89601,SER
211.79576315793378,26.974996505417856,16.525856,SER
136.248321533,39.7647209167,16.405764,SER
181.42646153713628,8.989580571389258,13.692708,SER
148.66198129808475,0.2265160366688348,16.99636,SER
150.88050766388133,7.068355692205894,inf,DUP
150.3422804,1.9828831,22.555119,DEV
204.969223022,17.3802433014,16.051298,SER
191.795379639,-3.5976855754900003,16.761227,SER
230.25855028616033,2.5547561856878027,16.031761,SER
53.278342070245166,-5.032948876464845,18.780891,DEV
53.031873,-27.792075,19.537182,PSF
96.51670739843713,-52.81707655084106,20.537252,SER
196.38432312,10.1644659042,inf,DUP
208.60571299569312,10.514279103494108,16.141497,SER
208.926834106,20.7630939484,16.613192,SER
160.91290042122233,-2.054664782156457,14.822558,SER
202.67350276122878,11.394509577771368,16.144638,SER
113.648780823,26.7764873505,16.548536,SER
193.23193495982795,-2.3169770203965063,17.819923,SER
169.17555236799998,23.4463920593,16.666973,EXP
148.985549927,13.2348852158,16.068678,SER
131.06965407089453,26.550893792856765,15.485948,SER
192.538253784,32.0065116882,16.0087,SER
149.8887736,1.6314683,23.341442,EXP
186.963638306,10.182469368,16.891756,SER
149.7400177,2.7227573,23.128115,REX
206.055404663,30.109525680500003,inf,DUP
150.2326774955384,3.991710275345036,15.55775,SER
130.398162842,9.2127456665,16.321035,SER
170.1822331264891,7.630739199796407,14.295897,SER
149.9504699,1.6828018,23.218563,SER
133.273681641,27.3220005035,16.11608,SER
163.45240304993908,14.263841495938012,16.580046,SER
187.079681396,0.229124635458,inf,DUP
219.56452641864172,25.035836945213266,inf,DUP
188.204437256,15.6089057922,16.587914,SER
149.6104398,2.3349049,23.182144,SER
321.82382819488487,-0.7084913397662674,18.726336,SER
213.84300399207493,5.458705753422065,15.817419,SER
248.109695435,39.5177841187,15.028647,SER
36.90764093398338,-37.644046308595584,18.307993,SER
220.6351901385073,2.9541307013659384,16.362635,SER
203.66557312,21.1964244843,16.815273,SER
222.43455116480393,29.809352679971614,16.840649,SER
187.1529531525248,-0.2733703715558554,inf,DUP
17.602067367850832,-1.8037660758691683,18.123083,REX
232.76927933820082,6.999826203168209,15.426711,SER
218.979202271,34.5525970459,16.590446,SER
233.675384521,32.5942649841,15.822328,DEV
315.2550279214192,-10.085185598840509,17.956816,SER
227.3486316172606,16.268437301294227,17.408041,SER
222.4710766752221,17.614023353099732,16.886562,SER
332.8262331907966,0.0830011845632702,17.968166,SER
143.116104126,24.3505725861,15.476349,SER
224.12682968654457,18.11121025400294,18.52287,SER
170.937545776,60.2841453552,16.217995,SER
201.843612671,15.7441749573,16.561092,SER
237.96694860510596,25.752278745840158,15.192214,SER
152.874420166,14.3466005325,16.500816,SER
190.68054488257954,-0.371598308231451,17.478535,SER
202.05977728363308,0.4730222631139019,16.869051,SER
150.2587762,2.0187128,23.51576,DEV
338.79441465929426,0.8462496235217656,16.339485,SER
149.8163624,2.5410638,22.555964,REX
149.6078061,2.5049282,23.164114,DEV
191.793258667,7.488874912260001,16.016928,SER
165.34437724696122,-1.2144261842201962,18.636024,SER
61.689049984852836,-34.8629881919536,18.023327,SER
162.06709844979287,18.88132527577734,17.625635,SER
194.119720459,18.2530384064,16.879555,SER
150.3931298,1.9996487,23.960312,REX
64.14161319165179,-45.806787320956104,18.826643,DEV
157.56153509653677,11.071066026348444,inf,DUP
159.020111084,15.3358430862,16.233046,SER
132.6700437819403,-1.7873756100409577,17.174957,SER
223.12138291096144,-1.245402072514537,17.319351,SER
13.430092604473465,-57.91389013771019,18.97747,SER
12.738988079001373,-15.255239975974167,18.738636,REX
149.5163098,1.904607,21.47673,SER
177.424499512,16.025373458900003,15.80853,SER
66.71777197944583,-21.49246706577668,18.707636,SER
217.48559913468446,0.2980625639202333,17.233,SER
199.11422821312357,15.798149001194309,16.240171,SER
172.07803907064067,23.28999479284932,inf,DUP
202.333877563,60.4139556885,inf,DUP
185.505218506,35.4779815674,16.552393,SER
156.8373316461751,15.05218699681492,16.410614,SER
182.763946533,22.7633781433,16.225128,SER
226.749206543,6.4595084190400005,16.504858,SER
235.552474976,38.7085151672,15.785897,DEV
214.229629,52.4754333,23.916925,PSF
114.938766479,24.4246883392,inf,DUP
227.33043344501726,27.777804487650144,16.764894,SER
220.985870361,55.9161872864,16.565304,SER
183.045394897,18.4068431854,16.64043,SER
207.18832755156023,6.991739936391271,16.298899,SER
215.3253958,53.2901187,23.680904,PSF
141.09425354,15.9261035919,16.901337,SER
159.7889052379799,-0.7877555246054739,15.477133,DEV
214.49406104851346,4.766404182824418,15.701807,SER
150.5663574,2.4597119,22.273226,REX
160.912597656,4.97048902512,14.561575,SER
129.828063965,25.0325527191,15.886461,DEV
223.29345809300497,14.911448626461473,17.70417,SER
151.51090528499046,7.535824643627902,17.22517,SER
227.32366203858882,-2.453399252502072,16.557432,SER
177.27450836918177,1.5063306532066059,16.259832,DEV
231.9165970638272,21.495841222694224,inf,DUP
196.914581299,44.0454902649,15.986175,SER
226.1836656435896,2.2290923967197185,17.012651,SER
349.2581667691142,-6.047594851151849,17.954617,SER
185.67259230209706,1.728608921106505,17.425488,DEV
146.85798095454163,21.09452318561211,15.802008,SER
149.7816543,2.185978,23.016161,REX
303.99114922119475,-56.545011360727585,18.412708,SER
53.2840409,-27.8564513,18.401379,SER
199.391189575,41.2968406677,16.426516,SER
216.82430295022834,22.471924307058853,inf,DUP
10.634586792216846,-10.158504262429947,18.939423,SER
236.63380458196576,8.52688998793169,inf,DUP
201.9190979,47.719619751,15.766655,SER
227.2173078420452,27.410292886315677,16.841911,SER
202.205383343388,-9.941953579465174,17.81495,SER
150.189512,2.2081928,24.581524,REX
34.34577,-5.1357384,24.367542,PSF
156.1043359225359,22.48970344811446,17.335438,SER
196.34033890133216,13.654396060820472,16.647049,SER
201.37113451981054,13.308361799459188,17.206032,SER
58.94717968447383,-22.25550296040303,17.975107,DEV
237.37240805327625,8.279656452695848,16.938322,SER
179.416549683,29.136831283600003,inf,DUP
14.40332157127513,0.4134546653004066,17.402224,SER
237.9951665343217,17.801055161787378,16.016008,SER
34.373961,-5.2225923,24.943089,PSF
176.224853516,65.0335617065,16.651424,SER
316.45146839221906,0.7663049431590273,17.109589,SER
179.11747386702461,21.75725432245029,17.053148,SER
32.44792099030318,-5.6572772929528075,16.679098,SER
53.0228102401312,-52.53593768145539,18.490332,SER
227.84630904278487,1.8191122956717545,18.659145,SER
231.89050293,5.607840061189999,inf,DUP
183.597259521,27.5286521912,16.928862,SER
159.445846558,30.7570705414,16.443874,SER
166.38500148963254,24.09079384486691,17.31428,SER
214.7714241,52.6737667,22.971127,PSF
170.49062027122656,3.3754829760565888,15.931831,SER
131.085250854,11.3156557083,16.471212,SER
350.8398065042874,-0.3396980033078591,15.658266,SER
161.02423446337562,26.061653741671712,17.331623,SER
8.375088670205164,-25.44968225306132,17.493544,SER
154.21690830597367,13.993886852252277,17.681015,SER
146.17581083472496,30.41724208462567,17.612076,SER
153.2604161871161,-0.8969242724935403,16.3375,SER
167.30089111400898,28.06185445948707,18.207203,SER
150.121844,2.6003323,23.232891,EXP
199.79076469848007,-1.4196582850371617,17.998783,SER
41.284423215841365,-4.8748443585981045,17.864279,SER
160.406326294,54.0806427002,16.579626,SER
6.894436755747576,-49.332952518133716,17.962627,REX
225.383407593,5.23156929016,16.575556,SER
186.731033325,12.259210586500002,16.710876,SER
173.34605599266118,23.103596672345596,16.729294,SER
233.07773010795668,16.221188589188777,16.587957,SER
128.4143228899988,16.15653659791898,16.944094,SER
224.884521484,34.2673797607,15.487792,SER
358.4907945402519,-45.0613578144295,19.19594,SER
159.43430906868127,11.13822618716623,17.09268,SER
253.04956927211478,18.747354407986876,15.186929,SER
17.919975830187102,-1.0328400391191275,18.41692,SER
209.7413582592238,28.018820320014253,17.235493,SER
180.577560425,3.90197873116,inf,DUP
34.32972,-5.1929323,24.69624,REX
176.68020596835873,-1.50336983368132,17.247324,SER
207.656066895,62.7961387634,16.602297,SER
215.85088463054967,6.621388696966244,inf,DUP
206.8061800749017,5.669906931605985,17.600777,REX
200.51270889657926,-3.0726166256270835,17.795176,SER
228.60749993709865,15.592629467511065,17.132336,SER
149.6778449,2.7079328,21.835493,REX
248.14036145530136,11.688791523741074,16.280249,DEV
194.799118042,31.3489265442,16.04063,SER
149.598307,1.6658733,23.794603,REX
149.5078474,1.875122,22.146442,SER
150.17545,2.5132839,25.354153,PSF
160.63814912669224,0.9332238582354396,15.660443,SER
179.99845006618597,-0.4641756858680712,16.783005,SER
231.03829609016785,17.889512305395648,16.91978,SER
155.32626764918777,-0.5646724152314518,14.926522,SER
200.70956473575842,-2.5346484641326503,18.450909,DEV
150.3675236,1.9236161,22.78904,SER
150.5773828,1.8340052,22.896215,EXP
52.9898618,-27.9744292,22.733984,SER
123.511734009,15.7650823593,16.541363,SER
195.25066273386142,16.663213769975624,16.68909,SER
246.4896124863239,14.475970467953267,17.426014,SER
150.08917,2.3778233,24.70911,REX
149.5157171,2.1855452,23.422068,EXP
180.3663635221107,-0.7183830586527119,inf,DUP
141.98739459247778,20.318300345833503,17.698076,SER
215.0102926,53.0716555,22.776382,REX
206.307876587,39.533916473400005,16.516178,SER
53.271355,-27.8333795,22.924742,REX
153.075164795,9.25319671631,inf,DUP
219.35840276172223,25.172036591598772,17.042273,SER
149.5904936,1.9058957,21.397684,SER
159.4507967891608,18.656656556193138,17.570862,SER
18.250940427315005,1.6745098584422637,16.148169,SER
242.476455688,21.0943889618,16.57584,SER
150.6160286,2.2086355,24.109903,REX
168.45762500145227,0.1260725076528544,15.471216,DEV
66.3161490599005,-7.993375380857829,18.61833,SER
139.895126343,33.888092041,inf,DUP
225.37435079801773,25.166462063775455,inf,DUP
11.78524195056427,0.8596192018668127,17.42294,SER
232.139602661,5.28334474564,inf,DUP
150.14791,2.2654773,24.492651,REX
214.5250166,52.6292163,23.500902,REX
145.88304487791447,10.932582476321128,17.151691,SER
132.19829079366298,14.288717507775981,17.646673,PSF
179.74337768599997,28.3670883179,16.263214,SER
53.08776999999999,-27.725377,25.051939,PSF
192.32680336696993,15.85827681421973,17.609634,EXP
194.78568151958316,-1.4398229964855558,18.164438,SER
233.069885254,18.6746826172,inf,DUP
232.394775391,27.9645690918,16.780287,SER
209.936431885,25.0284423828,inf,DUP
119.68044540862748,15.88227044227781,17.514587,REX
227.2527855008267,19.458028921029694,16.868599,EXP
149.529859,2.2624776,22.304539,DEV
67.59037825366973,-27.04862046112443,18.178635,SER
199.47482550246525,13.981255870643851,inf,DUP
233.436782837,29.4140644073,15.883924,SER
359.01629471482767,-0.9885750331243136,12.866214,DEV
144.581436157,10.5668935776,15.17307,SER
152.07664613620693,5.895678143695329,17.434404,SER
47.67234664078966,-7.226636997742594,18.180508,SER
147.381698608,13.1369142532,16.5024,SER
41.32605398995452,1.2105873304247479,18.770933,SER
52.8527411,-27.706945,21.78996,REX
242.91944951469023,14.353368084912544,16.021452,SER
147.454437256,7.948950290680001,15.989452,SER
194.02991546185794,13.565393792050072,16.878689,SER
150.0901598,2.6724122,21.989021,DEV
60.46054497865056,-3.7236838387793196,18.945168,REX
186.91437771096432,-0.1839723890243793,18.945005,SER
229.7542753474552,21.87502665598488,17.477888,SER
190.351455688,18.3129768372,16.006527,SER
118.307777405,27.7024860382,15.963778,SER
79.71594924314388,-52.07796831404438,18.90939,SER
236.175247192,32.474365234400004,16.698416,SER
196.35235209079283,9.990036707568201,15.772102,SER
138.60315543661778,11.940434284441034,inf,DUP
157.430130005,-0.1323724538089999,16.536707,SER
259.7660144627624,23.792520356448588,15.962798,SER
213.187850952,37.9056167603,15.569184,SER
52.904759,-27.7181018,23.830654,REX
33.57550213237985,-18.242413223892378,17.80859,SER
344.2581558813322,-41.07609153310243,17.85446,SER
231.12587047288807,20.09528032010312,17.229303,SER
150.4166775,2.5138984,21.821661,REX
150.12999,2.36466,19.795235,SER
241.61116872014867,19.641340898284103,16.75884,REX
179.226287842,45.5560798645,16.94483,SER
149.8745393,2.6382448,22.529673,REX
229.2899829014872,29.948055074374395,16.99648,REX
215.04044079959775,26.666325606870554,16.994057,SER
140.3340533715536,19.108040914088832,inf,DUP
125.83340642895874,6.497267382246096,16.252048,SER
200.1989231972032,8.048483420750939,inf,DUP
205.663848877,37.9300231934,16.10969,SER
175.0959560901375,8.859626976708434,15.362582,SER
189.1008435515804,1.8306605594655534,16.73256,SER
155.44871521,2.72639489174,inf,DUP
11.034400582683393,-58.64309994720372,16.604256,SER
312.2236111273907,-55.08404682288258,16.22534,SER
229.895507812,-2.62869715691,15.74115,SER
157.95017352464336,-3.4588235432885597,18.303291,SER
196.853439331,6.82919120789,16.908567,SER
161.13142395,47.8167419434,16.706385,SER
214.5901861,52.5594654,22.458628,REX
86.4170419170431,-19.801415316329496,18.669363,DEV
149.7145655,2.5332347,23.560514,EXP
154.091110229,3.2206244468700005,16.262297,SER
242.58683776900003,14.7441530228,16.4067,SER
179.43347168,-2.14732170105,16.294947,SER
178.42594757473216,21.206320484132352,17.893139,SER
149.5467745,1.7745668,21.202778,REX
157.43587231506362,27.354058444997392,17.52508,SER
214.5736221,52.678556,23.598265,PSF
176.576156616,-1.44539618492,inf,DUP
134.99482280238848,14.696888271282452,17.730003,SER
222.904708862,46.708068847700005,16.33962,SER
81.94576987755089,-54.57187182714651,18.459692,SER
250.988342285,29.4755764008,16.502325,SER
15.715123790456893,0.7292932788438369,18.462727,SER
149.7049816,2.3636183,22.346312,EXP
234.662002563,39.6862754822,16.440039,SER
169.862106323,36.278011322,16.845213,SER
191.25080858996947,0.400359553552118,18.12715,EXP
217.232513428,25.7376308441,inf,DUP
149.7202091,1.9421954,22.64211,EXP
253.47998046900005,33.3506088257,16.697832,SER
218.37156132156085,18.66351849571822,inf,DUP
187.199035645,-3.22762489319,16.502356,SER
165.82212829600002,57.16387557979999,14.975902,SER
198.4174929381839,-3.2888542947303816,16.810278,SER
44.61667372148222,-12.368389038730804,15.193197,SER
223.40011836193054,1.1298686452984112,16.52361,SER
155.04575044185668,3.231297549898002,17.730808,SER
44.450728624102894,-45.56951411193075,17.70705,SER
190.00320987871729,10.967887292166635,16.701277,SER
135.124511719,5.3349242210400005,16.00826,SER
200.48583984400005,10.7185935974,16.713398,SER
191.01214080381132,1.9430458114073095,17.520638,SER
40.34266805418447,3.4411762121458644,16.477774,SER
156.517074585,5.47281074524,inf,DUP
166.3850198641587,0.2394439989945547,18.423435,SER
133.696090698,52.4723625183,15.329501,SER
229.239471436,2.61452913284,16.790163,SER
34.501111,-5.2550865,23.86784,REX
241.02853440686437,20.980562983105674,16.326496,SER
150.0705459,1.6912507,23.742355,REX
325.01018637617096,-0.4349290646698631,18.135807,SER
224.10163301909003,24.1498346989455,15.794068,SER
124.588592529,26.6747245789,16.997242,SER
215.1788995,52.9546519,23.512138,REX
193.660263062,45.8145217896,15.912871,SER
234.8009154670053,12.10315622847488,16.9491,SER
150.5981122,1.7491576,23.702461,DEV
154.0046802305776,31.10819775141987,17.16093,SER
57.078093541084606,-53.80794854540898,18.612747,SER
138.5096972945455,18.76820122780608,16.547153,SER
241.316055298,13.9166069031,16.070257,SER
163.6335127424559,-5.933760804771006,18.718357,DEV
207.43042959889743,2.082017759899114,17.551577,SER
137.9922473756645,26.617140285305332,16.684233,SER
321.39002566353395,-1.2355268627257192,16.160315,SER
154.747924805,1.86492812634,16.803082,SER
9.095800155484786,17.369241081316776,17.78178,REX
111.51284080181871,28.84868395887011,17.55764,SER
358.22905782898965,-6.947781428322842,18.876545,SER
203.68431401485188,0.4896230822663692,inf,DUP
343.64468003236703,-0.5710907006994137,15.190875,SER
80.54903497884906,-59.258030978881635,18.863693,SER
232.195709229,27.7295665741,15.849266,SER
334.8355825104178,-0.1082440588258913,16.852093,SER
183.30024781745172,-0.5744400560639461,15.980414,SER
123.17099762,16.9867687225,15.555582,SER
3.482588696614936,16.060216169084942,17.382006,REX
232.52433776900003,3.5569126606,15.956592,SER
193.223266602,28.3712615967,13.427348,SER
195.283874512,63.2537536621,inf,DUP
147.315811157,54.2972373962,inf,DUP
150.1191274,2.6936091,22.239035,REX
350.5018243694987,-0.7969738243922009,17.480837,SER
191.320495605,0.242680549622,inf,DUP
149.96488191471863,10.806364005647827,17.415565,SER
212.5255351833041,4.4967628889937385,16.507557,SER
198.85022777951525,7.846946962348675,inf,DUP
13.28781469244805,22.40043388572438,17.901373,SER
210.30084353688216,-3.4860745594169327,18.238413,SER
160.9825881925438,0.4749898878863381,17.467136,SER
216.279312134,50.5317840576,15.908632,SER
194.878448486,27.8842048645,13.970273,SER
171.420043945,4.33546495438,16.246553,SER
201.136978149,17.4077377319,16.53724,SER
246.214859009,48.693271637,16.141588,SER
202.81710674114018,-2.8078255868533057,18.221498,REX
186.85271531546087,8.995743325338204,17.198135,SER
195.661132812,16.619222641,16.41567,SER
83.044123442186,-20.587163406182576,15.934034,SER
150.1910457,2.4835981,21.490501,REX
144.949157715,39.7396430969,inf,DUP
149.9810423,1.819844,22.698942,SER
146.999191284,2.34228348732,16.28545,SER
150.1595532,1.8789684,22.845411,REX
136.9660493110473,23.55684331335393,17.49879,SER
194.69005726089048,28.69239393855086,17.210182,SER
26.608534903612586,0.8154641068075666,16.358185,SER
53.0749178,-27.9248721,23.163849,REX
220.56406586831318,-0.1949768383689683,16.691137,SER
150.5163546,2.7131176,23.285374,EXP
151.3407790697661,19.286272618468193,13.860935,SER
318.16698764818665,0.4869609819342431,17.6605,SER
212.602798462,26.1040782928,16.814512,SER
125.145309448,35.8523330688,16.297802,SER
117.734268188,48.3127670288,inf,DUP
181.07675335883368,-1.4624986695236615,18.899117,REX
230.061523438,48.0032157898,inf,DUP
192.617126465,52.2622718811,16.186827,SER
121.8193587605173,20.140832105051075,16.368443,SER
149.7978147,2.8707968,23.668783,REX
150.0312764,2.5756412,23.617651,EXP
234.60047830265557,10.840321929266686,17.127102,SER
17.16062547109197,-18.930229160970313,18.922785,SER
195.660186768,28.1145706177,inf,DUP
150.05282,2.2079006000000003,20.53195,REX
23.970114394740232,-37.259619115505664,17.452616,SER
201.124694824,0.334920555353,16.468534,DEV
206.84035552377418,0.9573267581532245,18.73913,EXP
169.66841862707122,12.492957124258252,16.897558,SER
324.8649783908701,-4.647732819741324,16.778994,SER
149.5018796,1.7346952,23.041887,PSF
327.0302027995223,0.5019401473516111,17.019234,SER
227.36809743426866,7.660314687692337,16.990314,SER
150.5673192,2.2056527,24.350069,EXP
134.36946262948092,13.839969615345094,17.353651,SER
171.3851544597184,9.15722753641445,17.632393,SER
168.73288410924602,6.4376924633168615,inf,DUP
162.29328363813468,9.445230525030201,16.509228,DEV
209.00186729485628,-0.5193101335652832,16.813898,SER
150.1390346,2.6109939,23.747234,REX
125.844276428,4.40077543259,inf,DUP
141.3677074778506,23.608604988656655,inf,DUP
118.19910575292015,16.513744511471522,17.578339,SER
216.52063406448917,14.118552783759174,inf,DUP
142.7119157611286,22.414082969560575,16.551811,SER
3.180434901594225,-6.38783615992027,17.842878,REX
205.43486842693812,-2.2809689657947207,17.927893,SER
333.73358637527457,-10.371545123580853,17.459276,SER
191.9137791044634,28.06403568972689,16.695032,DEV
189.966903687,10.999028205899998,inf,DUP
344.8814051833449,1.222552582109447,15.960865,SER
189.871658325,26.170003891,16.688755,SER
146.798080444,23.5154933929,inf,DUP
150.7320392,2.1666282,22.705254,EXP
215.78001386915295,-3.1571804187567274,17.351395,SER
237.11367226722064,8.99034315264851,16.805756,SER
213.6352998218347,10.586641389785733,17.293251,SER
194.922103882,28.5072021484,15.218167,DEV
34.255284,-5.2386012000000015,24.50295,REX
326.69300336496696,0.9956451227963959,18.832706,SER
150.7639841,2.7397117,18.59444,SER
158.30128048794367,16.703247596722672,16.411697,SER
314.0085955661163,-58.16579108285859,18.085182,SER
34.421012,-5.1457815,25.71656,PSF
122.66052933108504,6.891744585873581,16.933592,SER
213.58052738393766,2.9915817412109087,17.390299,SER
179.4398117590719,-8.762022511503435,inf,DUP
222.83301456388412,25.11285369217216,16.675508,SER
150.5131073,52.1647949219,inf,DUP
201.694366455,16.8454971313,16.75648,SER
247.80212572668046,13.52549918364201,17.268005,SER
34.395985,-5.1361984000000005,24.14597,REX
49.28683798944762,-0.5835129590718587,17.67393,REX
200.30452388302498,1.63901904425273,18.441141,REX
149.5457502,2.4848613,21.912624,EXP
152.010467529,61.7355995178,inf,DUP
178.486160278,59.5927734375,16.436157,SER
177.109954834,10.076004982,inf,DUP
171.973388672,20.8084506989,16.091784,EXP
150.4117702,2.2302225,23.099874,EXP
150.2257871,1.6580008,23.54906,REX
213.6346164248371,17.983196441805628,16.764809,SER
225.95964855061212,1.1268006206273247,inf,DUP
253.12171072690333,24.55491052913389,16.768475,SER
235.1569560024168,7.287589199015553,16.674332,SER
234.25,27.9476127625,16.854849,SER
174.44126192044158,-1.3074564742353045,inf,DUP
174.1838208010878,22.992014524874545,inf,DUP
212.768875122,25.6979675293,12.878819,SER
357.29753868348587,-36.70966041739471,18.718552,SER
238.173477173,52.7470359802,16.322187,SER
3.7604070239808256,-51.02401109770201,18.497196,SER
