ra,dec,mag_r,type
212.201095581,38.5404853821,15.124125,SER
150.2774334,1.6821605,22.952682,REX
150.1861906,1.5775101,23.448725,REX
195.20698117371361,0.9455123365179705,17.969967,SER
225.233291626,46.3812217712,15.822585,SER
330.1617440550851,1.2524720838513572,18.215456,SER
172.41607666,55.4072532654,inf,DUP
23.46717145816225,-0.9486700982525246,16.982847,SER
193.757476807,36.4815101624,16.761559,REX
218.481170654,24.008848190300004,16.313665,SER
239.631698608,25.9813022614,16.885778,SER
171.3402702063165,26.898689141408525,17.120533,SER
17.695603878321275,-65.15945948995513,18.255497,DEV
226.437301636,28.2950630188,15.937358,SER
10.975835037307103,-53.50681070569623,18.618782,SER
179.960266113,52.1212005615,16.558819,SER
38.139113753427296,-12.079030641539585,18.688015,REX
150.10411000000005,2.3743292,23.51417,DEV
176.950561523,14.4931945801,16.146704,SER
180.92236174824737,5.861688293484588,17.258444,SER
19.035101010183702,-0.5805684096878163,18.099913,SER
192.647689819,55.1960792542,inf,DUP
44.779461316618686,-29.74164036387152,18.438238,SER
179.24240112299998,19.2359905243,16.672888,SER
214.6209827,52.7650767,23.28908,REX
192.855728149,66.6006240845,inf,DUP
325.7749809068467,-10.220347664411804,16.479155,SER
214.7840132,52.7856929,23.06723,PSF
149.773193359,50.462020874,16.027092,SER
174.860488892,55.6829109192,16.838438,SER
250.76719158892314,24.88706791595727,17.005396,SER
180.12286377,55.9893836975,16.522352,SER
228.605422974,48.2508888245,inf,DUP
149.5279893,2.1949085,23.189117,DEV
150.3103344,2.5611877,23.52602,EXP
255.011734009,37.7677001953,15.710135,SER
54.51274355689245,-36.358031756658704,18.279701,SER
150.07854,2.3100264,24.968216,PSF
234.3036331081711,2.9337616768735306,17.688345,SER
197.61882388358728,21.124649263318563,17.368336,SER
218.4190738650699,18.139494905881353,17.810783,SER
217.99190150395893,-2.984970911521649,17.231216,SER
200.56611109838002,-1.6919719764810355,17.762934,SER
149.4677603,2.2970478,23.357454,EXP
130.70367747871555,0.8882715784088983,16.823963,SER
150.567041,2.3939178,18.65204,PSF
122.98006868019397,9.981853346272267,17.65778,SER
224.60498046900005,59.1567344666,inf,DUP
223.35949605611836,9.36792742352848,17.321335,SER
158.380065918,28.5893821716,inf,DUP
227.48515605307568,7.881784202933934,inf,DUP
13.463812023982218,-7.037062399637707,16.630636,SER
12.821154604855131,-14.940655501921688,16.113794,SER
138.13584714115603,15.139397424013975,17.455025,SER
230.133300781,24.2818164825,15.546629,SER
241.838470459,42.5593109131,16.229202,SER
181.01204718949074,13.42872150744109,17.58099,SER
50.98999643243308,-42.75707784806603,18.060915,SER
126.778144836,16.987100601199998,16.06475,SER
138.59859051052254,28.06215702876297,17.210773,SER
181.515396118,15.3073205948,16.57591,SER
77.16401918756004,-24.80125885367798,18.047836,SER
202.24849751710903,-2.174220455218878,18.202457,SER
258.85382433369824,29.493229585191667,16.72154,SER
202.88405195468766,16.1608735926741,17.504883,SER
191.36610749753083,9.558564676516172,17.357512,SER
150.3291105,2.5212428,21.414865,REX
149.9422714,2.4322516,22.732162,REX
34.421766,-5.2341018,25.372784,REX
33.57181634044463,7.588433136772829,inf,DUP
126.24285215073246,20.52916285043883,17.350073,SER
149.5144784,1.6098191,22.038574,REX
49.43626443444669,-64.87798777091447,18.962772,SER
28.852795541540846,-6.484990829221057,inf,DUP
245.5825381666325,-0.9411078681716719,18.539032,SER
25.547799780202002,-37.136120644212475,18.43813,SER
150.09216,2.3373112000000003,22.881721,PSF
147.295974731,2.25298881531,16.157415,SER
215.863937378,48.7384109497,15.750879,SER
123.03722378951812,20.22027902763452,17.17197,SER
69.41010699905074,-26.295456261426953,14.88726,SER
147.95141142401303,0.6052962501737903,17.611975,SER
163.74584666843484,6.153456064810109,17.26933,SER
214.5343572,52.7289223,22.721138,REX
204.77564181477283,20.730871772164715,16.882816,SER
233.65165753857522,7.797136245988045,17.202068,SER
222.671875,6.336402893069999,16.747648,SER
157.4239635124423,25.598173785511946,17.453016,SER
307.2616717714746,-54.78566849750629,18.620308,SER
326.88406942699186,-14.017172685714144,16.658625,SER
204.9802008032965,2.122829693178135,19.452024,EXP
250.56495840199184,30.462547383413785,17.451122,SER
164.3782764595777,19.348215728702996,15.943678,SER
329.69621625556516,22.381318500580026,18.979933,EXP
208.1640625,1.10253810883,15.592036,SER
203.531524658,34.0163078308,16.222027,SER
48.27535593311063,-14.82554210007522,18.707214,SER
240.088943481,34.2793464661,16.174448,REX
123.14628671369023,17.11982711245642,16.898357,SER
126.60818152231894,17.4820853305723,17.709093,SER
114.15770777931442,24.57017693126044,16.679903,SER
245.47151608530424,25.421246963116896,16.13387,SER
128.80852044976115,15.046719478892177,17.108597,SER
150.1087355,2.500659,23.067913,EXP
132.41825926027911,30.18762456072345,17.292189,SER
195.9474909558721,13.08095213850637,17.22285,SER
121.91949036329275,7.719731636503498,16.50094,SER
237.25720549572998,27.609851510328753,14.830506,SER
155.58438098620786,24.41073404069211,inf,DUP
121.117668152,53.0429725647,16.892246,SER
144.22294493008795,16.061745007689158,17.665716,SER
